   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
   335/89    0.000    0.000    0.266    0.003 sre_parse.py:435(_parse_sub)
   491/95    0.094    0.000    0.266    0.003 sre_parse.py:493(_parse)
       89    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
      468    0.000    0.000    0.000    0.000 sre_parse.py:81(groups)
      140    0.000    0.000    0.000    0.000 sre_parse.py:84(opengroup)
        5    0.000    0.000    0.000    0.000 sre_parse.py:861(_parse_flags)
       89    0.000    0.000    0.000    0.000 sre_parse.py:921(fix_flags)
       89    0.000    0.000    0.266    0.003 sre_parse.py:937(parse)
      140    0.000    0.000    0.016    0.000 sre_parse.py:96(closegroup)
        1    0.000    0.000    0.000    0.000 sre_parse.py:98(checkgroup)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:16(DummyArray)
        1    0.000    0.000    0.000    0.000 string.py:1(<module>)
        1    0.000    0.000    0.000    0.000 string.py:161(Formatter)
        1    0.000    0.000    0.000    0.000 string.py:57(_TemplateMetaclass)
        1    0.000    0.000    0.000    0.000 string.py:67(__init__)
        1    0.000    0.000    0.000    0.000 string.py:80(Template)
        1    0.000    0.000    0.000    0.000 struct.py:3(<module>)
        1    0.000    0.000    0.500    0.500 surfarray.py:21(<module>)
        1    0.000    0.000    0.000    0.000 sysconfig.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sysconfig.py:100(_safe_realpath)
        1    0.000    0.000    0.000    0.000 sysconfig.py:121(_is_python_source_dir)
        2    0.000    0.000    0.000    0.000 sysconfig.py:130(_fix_pcbuild)
        1    0.000    0.000    0.000    0.000 sysconfig.py:138(is_python_build)
        2    0.000    0.000    0.000    0.000 sysconfig.py:181(_get_default_scheme)
        1    0.000    0.000    0.000    0.000 sysconfig.py:605(get_platform)
        1    0.000    0.000    0.016    0.016 sysfont.py:21(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:123(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 tempfile.py:407(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 tempfile.py:450(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 tempfile.py:623(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 tempfile.py:768(TemporaryDirectory)
        5    0.000    0.000    0.000    0.000 textwrap.py:414(dedent)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1095(daemon)
        1    0.000    0.000    0.000    0.000 threading.py:1177(_make_invoke_excepthook)
        1    0.000    0.000    0.000    0.000 threading.py:1230(Timer)
        1    0.000    0.000    0.000    0.000 threading.py:1260(_MainThread)
        1    0.000    0.000    0.000    0.000 threading.py:1262(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:1281(_DummyThread)
        1    0.000    0.000    0.000    0.000 threading.py:210(Condition)
        1    0.000    0.000    0.000    0.000 threading.py:222(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:246(__enter__)
        1    0.000    0.000    0.000    0.000 threading.py:249(__exit__)
        1    0.000    0.000    0.000    0.000 threading.py:261(_is_owned)
        1    0.000    0.000    0.000    0.000 threading.py:341(notify)
        1    0.000    0.000    0.000    0.000 threading.py:364(notify_all)
        1    0.000    0.000    0.000    0.000 threading.py:376(Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:456(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:494(Event)
        1    0.000    0.000    0.000    0.000 threading.py:505(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:519(set)
        1    0.000    0.000    0.000    0.000 threading.py:573(Barrier)
        1    0.000    0.000    0.000    0.000 threading.py:727(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 threading.py:750(Thread)
        1    0.000    0.000    0.000    0.000 threading.py:761(__init__)
        2    0.000    0.000    0.000    0.000 threading.py:81(RLock)
        1    0.000    0.000    0.000    0.000 threading.py:896(_set_ident)
        1    0.000    0.000    0.000    0.000 threading.py:900(_set_native_id)
        1    0.000    0.000    0.000    0.000 threading.py:903(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 threading.py:94(_RLock)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
        1    0.000    0.000    0.000    0.000 token.py:74(<dictcomp>)
        1    0.000    0.000    0.000    0.000 tokenize.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tokenize.py:157(TokenError)
        1    0.000    0.000    0.000    0.000 tokenize.py:159(StopTokenizing)
        1    0.000    0.000    0.000    0.000 tokenize.py:162(Untokenizer)
        1    0.000    0.000    0.000    0.000 tokenize.py:295(detect_encoding)
        2    0.000    0.000    0.000    0.000 tokenize.py:319(read_or_stop)
        2    0.000    0.000    0.000    0.000 tokenize.py:325(find_cookie)
        1    0.000    0.000    0.000    0.000 tokenize.py:388(open)
        1    0.000    0.000    0.000    0.000 tokenize.py:45(TokenInfo)
       19    0.000    0.000    0.000    0.000 tokenize.py:58(group)
        1    0.000    0.000    0.000    0.000 tokenize.py:59(any)
        2    0.000    0.000    0.000    0.000 tokenize.py:60(maybe)
        3    0.000    0.000    0.000    0.000 tokenize.py:83(_all_string_prefixes)
       24    0.000    0.000    0.000    0.000 tokenize.py:94(<listcomp>)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
       26    0.000    0.000    0.016    0.001 traceback.py:200(extract_stack)
        1    0.000    0.000    0.000    0.000 traceback.py:227(FrameSummary)
       78    0.000    0.000    0.000    0.000 traceback.py:243(__init__)
       26    0.000    0.000    0.000    0.000 traceback.py:272(__getitem__)
      104    0.000    0.000    0.000    0.000 traceback.py:285(line)
      104    0.000    0.000    0.000    0.000 traceback.py:292(walk_stack)
        1    0.000    0.000    0.000    0.000 traceback.py:318(StackSummary)
       26    0.000    0.000    0.016    0.001 traceback.py:321(extract)
        1    0.000    0.000    0.000    0.000 traceback.py:440(TracebackException)
        1    0.000    0.000    0.000    0.000 twodim_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 type_check.py:1(<module>)
       46    0.000    0.000    0.000    0.000 types.py:171(__get__)
        1    0.000    0.000    0.000    0.000 ufunclike.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ufunclike.py:18(_deprecate_out_named_y)
        3    0.000    0.000    0.000    0.000 ufunclike.py:43(_fix_out_named_y)
        3    0.000    0.000    0.000    0.000 ufunclike.py:60(_fix_and_maybe_deprecate_out_named_y)
        1    0.000    0.000    0.000    0.000 umath.py:1(<module>)
      154    0.000    0.000    0.000    0.000 util.py:10(backtrace)
        1    0.000    0.000    0.000    0.000 util.py:2(<module>)
        2    0.000    0.000    0.000    0.000 utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:133(_get_indent)
        1    0.000    0.000    0.000    0.000 utils.py:147(deprecate)
        1    0.000    0.000    0.047    0.047 utils.py:5(<module>)
       21    0.000    0.000    0.016    0.001 utils.py:5(load_image)
        1    0.000    0.000    0.000    0.000 utils.py:53(_set_function_name)
        1    0.000    0.000    0.000    0.000 utils.py:58(_Deprecate)
        1    0.000    0.000    0.000    0.000 utils.py:70(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:75(__call__)
      710    0.000    0.000    0.000    0.000 version.py:114(_parse_version_parts)
      164    0.000    0.000    0.000    0.000 version.py:131(_legacy_cmpkey)
        1    0.000    0.000    0.031    0.031 version.py:191(Version)
      336    0.000    0.000    0.000    0.000 version.py:198(__init__)
      660    0.000    0.000    0.000    0.000 version.py:207(<genexpr>)
        1    0.000    0.000    0.000    0.000 version.py:21(<module>)
       96    0.000    0.000    0.000    0.000 version.py:236(__str__)
      240    0.000    0.000    0.000    0.000 version.py:24(parse)
      370    0.000    0.000    0.000    0.000 version.py:244(<genexpr>)
      516    0.000    0.000    0.000    0.000 version.py:298(_parse_letter_version)
        1    0.000    0.000    0.000    0.000 version.py:30(PygameVersion)
        1    0.000    0.000    0.000    0.000 version.py:33(__new__)
      172    0.000    0.000    0.000    0.000 version.py:332(_parse_local_version)
      172    0.000    0.000    0.000    0.000 version.py:343(_cmpkey)
      204    0.000    0.000    0.000    0.000 version.py:352(<lambda>)
        1    0.000    0.000    0.000    0.000 version.py:36(InvalidVersion)
        1    0.000    0.000    0.031    0.031 version.py:4(<module>)
        1    0.000    0.000    0.000    0.000 version.py:42(_BaseVersion)
      250    0.016    0.000    0.016    0.000 version.py:47(__lt__)
      250    0.000    0.000    0.000    0.000 version.py:48(<lambda>)
        1    0.000    0.000    0.000    0.000 version.py:5(<module>)
      250    0.000    0.000    0.000    0.000 version.py:53(__eq__)
      250    0.000    0.000    0.000    0.000 version.py:54(<lambda>)
      500    0.000    0.000    0.000    0.000 version.py:65(_compare)
        1    0.000    0.000    0.000    0.000 version.py:72(LegacyVersion)
      164    0.000    0.000    0.000    0.000 version.py:74(__init__)
        4    0.000    0.000    0.000    0.000 warnings.py:130(filterwarnings)
        1    0.000    0.000    0.000    0.000 warnings.py:165(simplefilter)
        5    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
        1    0.000    0.000    0.000    0.000 weapons.py:1(<module>)
        6    0.000    0.000    0.000    0.000 weapons.py:11(fire)
        1    0.000    0.000    0.000    0.000 zipfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 zipfile.py:1114(_ZipWriteFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:1192(ZipFile)
        2    0.000    0.000    0.000    0.000 zipfile.py:1218(__init__)
        2    0.000    0.000    0.000    0.000 zipfile.py:1308(__enter__)
        2    0.000    0.000    0.000    0.000 zipfile.py:1311(__exit__)
        2    0.000    0.000    0.000    0.000 zipfile.py:1328(_RealGetContents)
        2    0.000    0.000    0.000    0.000 zipfile.py:1406(namelist)
        2    0.000    0.000    0.000    0.000 zipfile.py:1408(<listcomp>)
       31    0.000    0.000    0.000    0.000 zipfile.py:1437(getinfo)
        2    0.000    0.000    0.000    0.000 zipfile.py:1819(__del__)
        4    0.000    0.000    0.000    0.000 zipfile.py:1823(close)
        2    0.000    0.000    0.000    0.000 zipfile.py:1947(_fpclose)
        1    0.000    0.000    0.000    0.000 zipfile.py:1954(PyZipFile)
        2    0.000    0.000    0.000    0.000 zipfile.py:214(_EndRecData64)
        1    0.000    0.000    0.000    0.000 zipfile.py:2187(CompleteDirs)
        1    0.000    0.000    0.000    0.000 zipfile.py:2242(FastLookup)
        1    0.000    0.000    0.000    0.000 zipfile.py:2260(Path)
        2    0.000    0.000    0.000    0.000 zipfile.py:257(_EndRecData)
        1    0.000    0.000    0.000    0.000 zipfile.py:318(ZipInfo)
       31    0.000    0.000    0.000    0.000 zipfile.py:344(__init__)
        1    0.000    0.000    0.000    0.000 zipfile.py:43(BadZipFile)
       31    0.000    0.000    0.000    0.000 zipfile.py:461(_decodeExtra)
        1    0.000    0.000    0.000    0.000 zipfile.py:47(LargeZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:613(LZMACompressor)
        1    0.000    0.000    0.000    0.000 zipfile.py:636(LZMADecompressor)
        2    0.000    0.000    0.000    0.000 zipfile.py:684(_check_compression)
        1    0.000    0.000    0.000    0.000 zipfile.py:737(_SharedFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:775(_Tellable)
        1    0.000    0.000    0.000    0.000 zipfile.py:795(ZipExtFile)


